name	param	value	pct_change	time_min	C_over_C0
kf_m75	kf	0.025	-0.75	1e-08	5.048791029729459e-47
kf_m75	kf	0.025	-0.75	1440.0	4.2065040270129014e-10
kf_m75	kf	0.025	-0.75	2880.0	5.196610759171784e-09
kf_m75	kf	0.025	-0.75	4320.0	3.158154823497842e-08
kf_m75	kf	0.025	-0.75	5760.0	1.3215307707680195e-07
kf_m75	kf	0.025	-0.75	7200.0	4.3513972096190126e-07
kf_m75	kf	0.025	-0.75	8640.0	1.2084075024539576e-06
kf_m75	kf	0.025	-0.75	10080.0	2.9504014617513253e-06
kf_m75	kf	0.025	-0.75	11520.0	6.508270925818421e-06
kf_m75	kf	0.025	-0.75	12960.0	1.3219852312079614e-05
kf_m75	kf	0.025	-0.75	14400.0	2.5072730365739862e-05
kf_m75	kf	0.025	-0.75	15840.0	4.487079764078351e-05
kf_m75	kf	0.025	-0.75	17280.0	7.639697937230566e-05
kf_m75	kf	0.025	-0.75	18720.0	0.00012456027120428365
kf_m75	kf	0.025	-0.75	20160.0	0.0001955159752396955
kf_m75	kf	0.025	-0.75	21600.0	0.00029674982779506623
kf_m75	kf	0.025	-0.75	23040.0	0.00043711929739726467
kf_m75	kf	0.025	-0.75	24480.0	0.0006268483569170865
kf_m75	kf	0.025	-0.75	25920.0	0.0008774751597203495
kf_m75	kf	0.025	-0.75	27360.0	0.0012017549161768978
kf_m75	kf	0.025	-0.75	28800.0	0.0016135229438204854
kf_m75	kf	0.025	-0.75	30240.0	0.0021275243609708418
kf_m75	kf	0.025	-0.75	31680.0	0.0027592181611217213
kf_m75	kf	0.025	-0.75	33120.0	0.003524564594440087
kf_m75	kf	0.025	-0.75	34560.0	0.004439803962177753
kf_m75	kf	0.025	-0.75	36000.0	0.005521234500002206
kf_m75	kf	0.025	-0.75	37440.0	0.006784996741777296
kf_m75	kf	0.025	-0.75	38880.0	0.008246869819352092
kf_m75	kf	0.025	-0.75	40320.0	0.009922084539111335
kf_m75	kf	0.025	-0.75	41760.0	0.011825156406135427
kf_m75	kf	0.025	-0.75	43200.0	0.013969740714371121
kf_m75	kf	0.025	-0.75	44640.0	0.01636851068286406
kf_m75	kf	0.025	-0.75	46080.0	0.01903305869099054
kf_m75	kf	0.025	-0.75	47520.0	0.02197381989867888
kf_m75	kf	0.025	-0.75	48960.0	0.025200016967011754
kf_m75	kf	0.025	-0.75	50400.0	0.02871962419439363
kf_m75	kf	0.025	-0.75	51840.0	0.032539349070239275
kf_m75	kf	0.025	-0.75	53280.0	0.03666462924493234
kf_m75	kf	0.025	-0.75	54720.0	0.041099642825483354
kf_m75	kf	0.025	-0.75	56160.0	0.04584732987547461
kf_m75	kf	0.025	-0.75	57600.0	0.05090942331759696
kf_m75	kf	0.025	-0.75	59040.0	0.0562864873860254
kf_m75	kf	0.025	-0.75	60480.0	0.06197796225685226
kf_m75	kf	0.025	-0.75	61920.0	0.06798221334007899
kf_m75	kf	0.025	-0.75	63360.0	0.07429658401518013
kf_m75	kf	0.025	-0.75	64800.0	0.08091745092656435
kf_m75	kf	0.025	-0.75	66240.0	0.08784028091976834
kf_m75	kf	0.025	-0.75	67680.0	0.09505968893746243
